period,artist_name,spotify_monthly_listeners,youtube_subscribers,youtube_actual_views,youtube_views_source,deezer_fans,est_spotify_quarterly_streams,spotify_revenue_usd,youtube_revenue_usd,deezer_revenue_usd,other_platforms_revenue_usd,gross_streaming_revenue_usd,gross_streaming_revenue_ngn,source,spotify_listeners_source,spotify_listeners_basis,ngn_per_usd,ngn_rate_basis
Q1_2019,Lady Donli,34541,0,0,no YouTube presence observed,79,362680,1450.72,0.0,1.9,435.22,1887.84,579415.85,Chartmetric + Soundcharts (observed); see 02_Methodology,estimated: carried back from Q2_2019 and deflated by observed growth (EST; the provider series begins mid-Q2 2019),no monthly level observed; quarter-end level used,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q1_2019,CDQ,31344,0,0,no YouTube presence observed,125,329112,1316.45,0.0,3.0,394.93,1714.38,526177.51,Chartmetric + Soundcharts (observed); see 02_Methodology,estimated: carried back from Q2_2019 and deflated by observed growth (EST; the provider series begins mid-Q2 2019),no monthly level observed; quarter-end level used,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q1_2019,Sound Sultan,14368,5217,211711,"estimated: subscribers x 13.53 views/month (EST, calibrated)",1042,150864,603.46,846.84,25.01,181.04,1656.35,508366.94,Chartmetric + Soundcharts (observed); see 02_Methodology,estimated: carried back from Q2_2019 and deflated by observed growth (EST; the provider series begins mid-Q2 2019),no monthly level observed; quarter-end level used,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q1_2019,Waje,5748,7314,296809,"estimated: subscribers x 13.53 views/month (EST, calibrated)",1509,60354,241.42,1187.24,36.22,72.42,1537.3,471828.12,Chartmetric + Soundcharts (observed); see 02_Methodology,estimated: carried back from Q2_2019 and deflated by observed growth (EST; the provider series begins mid-Q2 2019),no monthly level observed; quarter-end level used,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q1_2019,King Sunny Ade,23149,0,0,no YouTube presence observed,5991,243064,972.26,0.0,143.78,291.68,1407.72,432057.42,Chartmetric + Soundcharts (observed); see 02_Methodology,estimated: carried back from Q2_2019 and deflated by observed growth (EST; the provider series begins mid-Q2 2019),no monthly level observed; quarter-end level used,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q1_2019,Terry Apala,6738,3262,132375,"estimated: subscribers x 13.53 views/month (EST, calibrated)",85,70749,283.0,529.5,2.04,84.9,899.44,276056.12,Chartmetric + Soundcharts (observed); see 02_Methodology,estimated: carried back from Q2_2019 and deflated by observed growth (EST; the provider series begins mid-Q2 2019),no monthly level observed; quarter-end level used,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q1_2019,Olu Maintain,15283,0,0,no YouTube presence observed,339,160472,641.89,0.0,8.14,192.57,842.6,258610.79,Chartmetric + Soundcharts (observed); see 02_Methodology,estimated: carried back from Q2_2019 and deflated by observed growth (EST; the provider series begins mid-Q2 2019),no monthly level observed; quarter-end level used,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q1_2019,Yung6ix,14658,0,0,no YouTube presence observed,421,153909,615.64,0.0,10.1,184.69,810.43,248737.18,Chartmetric + Soundcharts (observed); see 02_Methodology,estimated: carried back from Q2_2019 and deflated by observed growth (EST; the provider series begins mid-Q2 2019),no monthly level observed; quarter-end level used,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q1_2019,Prettyboy D-O,13577,0,0,no YouTube presence observed,27,142558,570.23,0.0,0.65,171.07,741.95,227719.29,Chartmetric + Soundcharts (observed); see 02_Methodology,estimated: carried back from Q2_2019 and deflated by observed growth (EST; the provider series begins mid-Q2 2019),no monthly level observed; quarter-end level used,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q1_2019,Vector,12282,0,0,no YouTube presence observed,844,128961,515.84,0.0,20.26,154.75,690.85,212035.68,Chartmetric + Soundcharts (observed); see 02_Methodology,estimated: carried back from Q2_2019 and deflated by observed growth (EST; the provider series begins mid-Q2 2019),no monthly level observed; quarter-end level used,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q1_2019,Mannywellz,3433,3018,122352,"estimated: subscribers x 13.53 views/month (EST, calibrated)",0,36046,144.19,489.41,0.0,43.26,676.86,207741.87,Chartmetric + Soundcharts (observed); see 02_Methodology,estimated: carried back from Q2_2019 and deflated by observed growth (EST; the provider series begins mid-Q2 2019),no monthly level observed; quarter-end level used,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q1_2019,Blaqbonez,9496,0,0,no YouTube presence observed,67,99708,398.83,0.0,1.61,119.65,520.09,159626.02,Chartmetric + Soundcharts (observed); see 02_Methodology,estimated: carried back from Q2_2019 and deflated by observed growth (EST; the provider series begins mid-Q2 2019),no monthly level observed; quarter-end level used,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q1_2019,Lagbaja,0,2756,111841,"estimated: subscribers x 13.53 views/month (EST, calibrated)",2568,0,0.0,447.36,61.63,0.0,508.99,156219.21,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",no monthly level observed; quarter-end level used,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q1_2019,Olakira,7871,0,0,no YouTube presence observed,16,82646,330.58,0.0,0.38,99.17,430.13,132015.5,Chartmetric + Soundcharts (observed); see 02_Methodology,estimated: carried back from Q2_2019 and deflated by observed growth (EST; the provider series begins mid-Q2 2019),no monthly level observed; quarter-end level used,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q1_2019,Eldee,3946,175,7102,"estimated: subscribers x 13.53 views/month (EST, calibrated)",4142,41433,165.73,28.41,99.41,49.72,343.27,105356.43,Chartmetric + Soundcharts (observed); see 02_Methodology,estimated: carried back from Q2_2019 and deflated by observed growth (EST; the provider series begins mid-Q2 2019),no monthly level observed; quarter-end level used,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q1_2019,Jesse Jagz,4030,0,0,no YouTube presence observed,4620,42315,169.26,0.0,110.88,50.78,330.92,101565.97,Chartmetric + Soundcharts (observed); see 02_Methodology,estimated: carried back from Q2_2019 and deflated by observed growth (EST; the provider series begins mid-Q2 2019),no monthly level observed; quarter-end level used,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q1_2019,Illbliss,5683,0,0,no YouTube presence observed,73,59672,238.69,0.0,1.75,71.61,312.05,95774.39,Chartmetric + Soundcharts (observed); see 02_Methodology,estimated: carried back from Q2_2019 and deflated by observed growth (EST; the provider series begins mid-Q2 2019),no monthly level observed; quarter-end level used,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q1_2019,Oxlade,5636,0,0,no YouTube presence observed,46,59178,236.71,0.0,1.1,71.01,308.82,94783.03,Chartmetric + Soundcharts (observed); see 02_Methodology,estimated: carried back from Q2_2019 and deflated by observed growth (EST; the provider series begins mid-Q2 2019),no monthly level observed; quarter-end level used,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q1_2019,Lyta,3774,0,0,no YouTube presence observed,106,39627,158.51,0.0,2.54,47.55,208.6,64023.51,Chartmetric + Soundcharts (observed); see 02_Methodology,estimated: carried back from Q2_2019 and deflated by observed growth (EST; the provider series begins mid-Q2 2019),no monthly level observed; quarter-end level used,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q1_2019,CKay,1531,0,0,no YouTube presence observed,66,16076,64.3,0.0,1.58,19.29,85.17,26140.38,Chartmetric + Soundcharts (observed); see 02_Methodology,estimated: carried back from Q2_2019 and deflated by observed growth (EST; the provider series begins mid-Q2 2019),no monthly level observed; quarter-end level used,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q1_2019,Ebenezer Obey,0,0,0,no YouTube presence observed,3056,0,0.0,0.0,73.34,0.0,73.34,22509.51,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",no monthly level observed; quarter-end level used,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q1_2019,Bella Shmurda,799,0,0,no YouTube presence observed,2,8390,33.56,0.0,0.05,10.07,43.68,13406.27,Chartmetric + Soundcharts (observed); see 02_Methodology,estimated: carried back from Q2_2019 and deflated by observed growth (EST; the provider series begins mid-Q2 2019),no monthly level observed; quarter-end level used,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q1_2019,Oritsefemi,8,0,0,no YouTube presence observed,1048,84,0.34,0.0,25.15,0.1,25.59,7854.08,Chartmetric + Soundcharts (observed); see 02_Methodology,estimated: carried back from Q2_2019 and deflated by observed growth (EST; the provider series begins mid-Q2 2019),no monthly level observed; quarter-end level used,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q1_2019,Magixx,0,0,0,no YouTube presence observed,3,0,0.0,0.0,0.07,0.0,0.07,21.48,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",no monthly level observed; quarter-end level used,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q1_2019,=== PERIOD TOTAL ===,,,,,,,658582.03,980555.36,36097.26,197574.6,1872809.25,574802614.99,Aggregated,,,,
Q2_2019,Wizkid,2339342,811662,32304472,"estimated: subscribers x 13.27 views/month (EST, calibrated)",281586,24563091,98252.36,129217.89,6758.06,29475.71,263704.02,80936037.82,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 2 monthly levels observed in the quarter,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q2_2019,Mr Eazi,2677848,583809,23235832,"estimated: subscribers x 13.27 views/month (EST, calibrated)",33008,28117404,112469.62,92943.33,792.19,33740.88,239946.02,73644232.46,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 2 monthly levels observed in the quarter,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q2_2019,Burna Boy,1380170,0,28573422,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",69926,14491785,57967.14,114293.69,1678.22,17390.14,191329.19,58722754.99,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 2 monthly levels observed in the quarter,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q2_2019,Flavour,252765,1071779,42657233,"estimated: subscribers x 13.27 views/month (EST, calibrated)",33985,2654032,10616.13,170628.93,815.64,3184.84,185245.54,56855561.14,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 2 monthly levels observed in the quarter,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q2_2019,Maleek Berry,1112361,344527,13712312,"estimated: subscribers x 13.27 views/month (EST, calibrated)",15482,11679790,46719.16,54849.25,371.57,14015.75,115955.73,35589132.65,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 2 monthly levels observed in the quarter,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q2_2019,Timaya,337696,382558,15225961,"estimated: subscribers x 13.27 views/month (EST, calibrated)",14530,3545808,14183.23,60903.85,348.72,4254.97,79690.77,24458691.13,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 2 monthly levels observed in the quarter,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q2_2019,Yemi Alade,487760,0,10706118,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",201004,5121480,20485.92,42824.47,4824.1,6145.78,74280.27,22798100.47,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 2 monthly levels observed in the quarter,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q2_2019,Davido,1328213,0,0,no YouTube presence observed,0,13946236,55784.95,0.0,0.0,16735.48,72520.43,22257970.38,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 2 monthly levels observed in the quarter,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q2_2019,P-Square,403652,0,10819149,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",171406,4238346,16953.38,43276.6,4113.74,5086.02,69429.74,21309375.8,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 2 monthly levels observed in the quarter,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q2_2019,Patoranking,682438,0,7289568,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",0,7165599,28662.4,29158.27,0.0,8598.72,66419.39,20385439.18,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 2 monthly levels observed in the quarter,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q2_2019,Tiwa Savage,401194,0,7600620,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",69074,4212537,16850.15,30402.48,1657.78,5055.04,53965.45,16563075.91,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 2 monthly levels observed in the quarter,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q2_2019,Falz,205418,203210,8087839,"estimated: subscribers x 13.27 views/month (EST, calibrated)",7872,2156889,8627.56,32351.36,188.93,2588.27,43756.12,13429628.35,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 2 monthly levels observed in the quarter,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q2_2019,Tekno,763456,0,0,no YouTube presence observed,19251,8016288,32065.15,0.0,462.02,9619.55,42146.72,12935671.3,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 2 monthly levels observed in the quarter,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
Q2_2019,Olamide,434373,0,3790089,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",104912,4560916,18243.67,15160.35,2517.89,5473.1,41395.01,12704956.47,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level",mean of 2 monthly levels observed in the quarter,306.92,CBN annual average official rate 306.92 NGN/USD for 2019 (ASM)
