period,artist_name,spotify_monthly_listeners,youtube_subscribers,youtube_actual_views,youtube_views_source,deezer_fans,est_spotify_quarterly_streams,spotify_revenue_usd,youtube_revenue_usd,deezer_revenue_usd,other_platforms_revenue_usd,gross_streaming_revenue_usd,gross_streaming_revenue_ngn,source,spotify_listeners_source
Q2_2019,Burna Boy,1482747,0,28573422,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",85181,15568844,62275.37,114293.69,2044.34,18682.61,197296.01,295944015.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Flavour,278081,1071779,42657233,"estimated: subscribers x 13.27 views/month (EST, calibrated)",34501,2919850,11679.4,170628.93,828.02,3503.82,186640.17,279960255.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Maleek Berry,1173196,344527,13712312,"estimated: subscribers x 13.27 views/month (EST, calibrated)",16205,12318558,49274.23,54849.25,388.92,14782.27,119294.67,178942005.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Timaya,346544,382558,15225961,"estimated: subscribers x 13.27 views/month (EST, calibrated)",14825,3638712,14554.85,60903.85,355.8,4366.45,80180.95,120271425.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Davido,1453891,0,0,no YouTube presence observed,0,15265856,61063.42,0.0,0.0,18319.03,79382.45,119073675.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Yemi Alade,441336,0,10706118,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",208476,4634028,18536.11,42824.47,5003.42,5560.83,71924.83,107887245.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,P-Square,421856,0,10819149,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",171987,4429488,17717.95,43276.6,4127.69,5315.39,70437.63,105656445.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Patoranking,753314,0,7289568,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",0,7909797,31639.19,29158.27,0.0,9491.76,70289.22,105433830.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Tiwa Savage,416881,0,7600620,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",70782,4377250,17509.0,30402.48,1698.77,5252.7,54862.95,82294425.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Falz,198244,203210,8087839,"estimated: subscribers x 13.27 views/month (EST, calibrated)",8182,2081562,8326.25,32351.36,196.37,2497.87,43371.85,65057775.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Tekno,740898,0,0,no YouTube presence observed,19369,7779429,31117.72,0.0,464.86,9335.31,40917.89,61376835.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Olamide,417349,0,3790089,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",106192,4382164,17528.66,15160.35,2548.61,5258.6,40496.22,60744330.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Iyanya,128732,203276,8090466,"estimated: subscribers x 13.27 views/month (EST, calibrated)",20171,1351686,5406.74,32361.86,484.1,1622.02,39874.72,59812080.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Banky W.,77921,210594,8381725,"estimated: subscribers x 13.27 views/month (EST, calibrated)",8369,818170,3272.68,33526.9,200.86,981.8,37982.24,56973360.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Korede Bello,401483,78448,3122262,"estimated: subscribers x 13.27 views/month (EST, calibrated)",18199,4215572,16862.29,12489.05,436.78,5058.69,34846.81,52270215.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,2Baba,136607,163803,6519425,"estimated: subscribers x 13.27 views/month (EST, calibrated)",1122,1434374,5737.49,26077.7,26.93,1721.25,33563.37,50345055.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Ice Prince,394361,52599,2093461,"estimated: subscribers x 13.27 views/month (EST, calibrated)",42203,4140790,16563.16,8373.84,1012.87,4968.95,30918.82,46378230.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Reekado Banks,150196,126000,5014850,"estimated: subscribers x 13.27 views/month (EST, calibrated)",4387,1577058,6308.23,20059.4,105.29,1892.47,28365.39,42548085.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Wande Coal,378774,0,1486480,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",18354,3977127,15908.51,5945.92,440.5,4772.55,27067.48,40601220.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Fela Kuti,366295,0,609186,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",156002,3846098,15384.39,2436.74,3744.05,4615.32,26180.5,39270750.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Rema,315496,43190,1718979,"estimated: subscribers x 13.27 views/month (EST, calibrated)",1231,3312708,13250.83,6875.92,29.54,3975.25,24131.54,36197310.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Niniola,317895,35774,1423820,"estimated: subscribers x 13.27 views/month (EST, calibrated)",0,3337898,13351.59,5695.28,0.0,4005.48,23052.35,34578525.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Ycee,412661,0,0,no YouTube presence observed,5889,4332940,17331.76,0.0,141.34,5199.53,22672.63,34008945.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Cruel Santino,393889,0,0,no YouTube presence observed,0,4135834,16543.34,0.0,0.0,4963.0,21506.34,32259510.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,D'banj,319617,0,827087,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",4894,3355978,13423.91,3308.35,117.46,4027.17,20876.89,31315335.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Aṣa,142274,60892,2423526,"estimated: subscribers x 13.27 views/month (EST, calibrated)",101388,1493877,5975.51,9694.1,2433.31,1792.65,19895.57,29843355.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Kizz Daniel,318111,0,0,no YouTube presence observed,13273,3340166,13360.66,0.0,318.55,4008.2,17687.41,26531115.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Teni,300053,0,0,no YouTube presence observed,22220,3150556,12602.23,0.0,533.28,3780.67,16916.18,25374270.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Nonso Amadi,192714,36771,1463501,"estimated: subscribers x 13.27 views/month (EST, calibrated)",4850,2023497,8093.99,5854.0,116.4,2428.2,16492.59,24738885.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Mayorkun,300271,0,0,no YouTube presence observed,3233,3152846,12611.38,0.0,77.59,3783.41,16472.38,24708570.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Phyno,125993,0,2012063,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",11198,1322926,5291.71,8048.25,268.75,1587.51,15196.22,22794330.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Zlatan,266928,0,0,no YouTube presence observed,1819,2802744,11210.98,0.0,43.66,3363.29,14617.93,21926895.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Skiibii,264094,0,0,no YouTube presence observed,547,2772987,11091.95,0.0,13.13,3327.58,14432.66,21648990.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Seyi Shay,68043,63995,2547027,"estimated: subscribers x 13.27 views/month (EST, calibrated)",2377,714452,2857.81,10188.11,57.05,857.34,13960.31,20940465.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,DJ Neptune,159780,32208,1281891,"estimated: subscribers x 13.27 views/month (EST, calibrated)",1214,1677690,6710.76,5127.57,29.14,2013.23,13880.7,20821050.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Odunsi (The Engine),251075,0,0,no YouTube presence observed,345,2636288,10545.15,0.0,8.28,3163.54,13716.97,20575455.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Ajebutter22,226695,0,0,no YouTube presence observed,592,2380298,9521.19,0.0,14.21,2856.36,12391.76,18587640.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Adekunle Gold,190264,0,0,no YouTube presence observed,11679,1997772,7991.09,0.0,280.3,2397.33,10668.72,16003080.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Boj,190350,0,0,no YouTube presence observed,299,1998675,7994.7,0.0,7.18,2398.41,10400.29,15600435.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Sarz,170434,0,0,no YouTube presence observed,997,1789557,7158.23,0.0,23.93,2147.47,9329.63,13994445.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Solidstar,60636,36616,1457331,"estimated: subscribers x 13.27 views/month (EST, calibrated)",1397,636678,2546.71,5829.33,33.53,764.01,9173.58,13760370.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Naira Marley,156074,0,0,no YouTube presence observed,727,1638777,6555.11,0.0,17.45,1966.53,8539.09,12808635.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Ric Hassani,137462,0,0,no YouTube presence observed,1664,1443351,5773.4,0.0,39.94,1732.02,7545.36,11318040.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Johnny Drille,137449,0,0,no YouTube presence observed,844,1443214,5772.86,0.0,20.26,1731.86,7524.98,11287470.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Simi,126602,0,0,no YouTube presence observed,4930,1329321,5317.28,0.0,118.32,1595.19,7030.79,10546185.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Fireboy DML,125417,0,0,no YouTube presence observed,343,1316878,5267.51,0.0,8.23,1580.25,6855.99,10283985.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Bracket,115594,0,0,no YouTube presence observed,20432,1213737,4854.95,0.0,490.37,1456.48,6801.8,10202700.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Lil Kesh,113846,0,0,no YouTube presence observed,3870,1195383,4781.53,0.0,92.88,1434.46,6308.87,9463305.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,WurlD,101471,3873,154147,"estimated: subscribers x 13.27 views/month (EST, calibrated)",255,1065446,4261.78,616.59,6.12,1278.53,6163.02,9244530.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Brymo,39476,22579,898653,"estimated: subscribers x 13.27 views/month (EST, calibrated)",4703,414498,1657.99,3594.61,112.87,497.4,5862.87,8794305.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Peruzzi,101863,0,0,no YouTube presence observed,483,1069562,4278.25,0.0,11.59,1283.47,5573.31,8359965.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,9ice,56736,13393,533047,"estimated: subscribers x 13.27 views/month (EST, calibrated)",7544,595728,2382.91,2132.19,181.06,714.87,5411.03,8116545.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Show Dem Camp,98591,0,0,no YouTube presence observed,291,1035206,4140.82,0.0,6.98,1242.25,5390.05,8085075.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Sean Tizzle,53907,13528,538420,"estimated: subscribers x 13.27 views/month (EST, calibrated)",4293,566024,2264.09,2153.68,103.03,679.23,5200.03,7800045.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Praiz,87177,0,0,no YouTube presence observed,1175,915358,3661.43,0.0,28.2,1098.43,4788.06,7182090.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Dammy Krane,84073,0,0,no YouTube presence observed,510,882766,3531.07,0.0,12.24,1059.32,4602.63,6903945.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Duncan Mighty,79721,0,0,no YouTube presence observed,3693,837070,3348.28,0.0,88.63,1004.48,4441.39,6662085.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Darey,6257,24471,973956,"estimated: subscribers x 13.27 views/month (EST, calibrated)",3624,65698,262.79,3895.82,86.98,78.84,4324.43,6486645.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Dice Ailes,51346,9090,361786,"estimated: subscribers x 13.27 views/month (EST, calibrated)",699,539133,2156.53,1447.14,16.78,646.96,4267.41,6401115.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Reminisce,23055,18316,728984,"estimated: subscribers x 13.27 views/month (EST, calibrated)",2953,242078,968.31,2915.94,70.87,290.49,4245.61,6368415.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,M.I. Abaga,72091,0,0,no YouTube presence observed,466,756956,3027.82,0.0,11.18,908.35,3947.35,5921025.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Dremo,69682,0,0,no YouTube presence observed,658,731661,2926.64,0.0,15.79,877.99,3820.42,5730630.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Terri,68431,0,0,no YouTube presence observed,0,718526,2874.1,0.0,0.0,862.23,3736.33,5604495.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,HarrySong,55742,0,89631,"estimated: YouTube listeners x 12.48 views/month (EST, calibrated)",475,585291,2341.16,358.53,11.4,702.35,3413.44,5120160.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
Q2_2019,Joeboy,57377,0,0,no YouTube presence observed,105,602458,2409.83,0.0,2.52,722.95,3135.3,4702950.0,Chartmetric + Soundcharts (observed); see 02_Methodology,"observed monthly listeners, quarter end level"
